Scheme_ID,Scheme_Name,Ministry,Category,Launch_Year,Target_Beneficiaries,Budget_Allocated_Crore,Budget_Utilized_Crore,States_Covered,Beneficiaries_Reached_Lakh,Status,Mode,Gender_Focus,Age_Group,Application_Mode,Success_Rate_%,Grievances_Filed,Grievances_Resolved,Scheme_Duration_Years,Annual_Report_Available,Website_Available,PM_Flagship,Nodal_Agency,Remarks
S1220,Mukhyamantri Export Promotion Bima Yojana,Ministry of AYUSH,Child Development,2022,Farmers,385226,377793,All States,,Active,Reimbursement,Women/Children,22-35,N/A,53.9,136203,128253,13,No,Yes,No,DAC,Budget revised upward
S1221,Swachh Road Construction Suraksha Yojana,Ministry of Chemicals,Insurance,1972,All Citizens,433875,250179,All States,8251.91,Closed,Legal Framework,Women/Children,18-60,Offline,88.5,18205,13282,2005,Yes,Yes,No,REC,
S1222,Gram Apprenticeship Sinchai Yojana,Ministry of AYUSH,Women Empowerment,1963,Urban Poor,417779,328103,All States,1127.18,Under Review,Subsidy,Women,All Ages,Offline,57,255766,174807,14,Yes,Yes,No,UIDAI,
S1223,Pradhan Mantri Agricultural Market Kaushal,Ministry of Civil Aviation,Organic Farming,1986,Pregnant Women,231570,235960,All States,13670.45,Active,Legal Framework,Women/Children,Jun-14,Online,74.8,229223,187038,4,Yes,Yes,Yes,MoRD,New phase announced
S1224,Indira Gandhi Disaster Management Mission,Ministry of Labour,Agriculture,2012,Persons with Disability,224566,150452,All States,11733.53,Active,Subsidy,Women,0-6,Offline,98.8,232837,180482,Ongoing,Yes,Yes,Yes,MoTA,New phase announced
S1225,Mukhyamantri Fertilizer Bima Yojana,Ministry of Electronics,Agriculture,1970,Persons with Disability,,,All States,4746.12,Closed,Scholarship,SC/ST,All Ages,N/A,90,332652,328588,Ongoing,Yes,Yes,No,NITI Aayog,No direct govt budget
S1226,Mission Port Development Awaas Yojana,Ministry of Law and Justice,Insurance,1981,Children,296569,281415,All States,,Active,Scholarship,Children,Jun-14,N/A,36.2,327468,263896,Ongoing,No,Yes,No,SAI,
S1227,Deendayal Higher Education Urja Yojana,Ministry of Social Justice,Water,2001,Persons with Disability,129631,108962,4,3747.54,Active,Subsidy,Children,22-35,Online/Offline,43.3,70072,59769,1,Yes,Yes,No,NPCI,
S1228,Swachh Disaster Management Vikas Yojana,Ministry of Women and Child,Urban Development,2005,All Citizens,41744,15361,All States,13819.27,Active,Savings Scheme,Women,All Ages,N/A,42.2,201016,166204,Ongoing,No,Yes,No,NFDB,Budget revised upward
S1229,National DBT Implementation Kaushal,Ministry of Development of NE,Urban Livelihood,1968,Rural Poor,260894,92549,All States,,Active,Infrastructure,Children,Jun-14,Online,58.1,133572,114852,14,Yes,Yes,No,Banks,Pilot phase
S1230,Rajiv Gandhi Airport Mission,Ministry of Education,Sports,2022,Senior Citizens,,,All States,7204.93,Active,Direct Benefit Transfer,Women,14-18,Online/Offline,63.1,60659,46039,2,No,Yes,No,India Post,Subsumed into larger mission
S1231,Indira Gandhi Cultural Promotion Samman Nidhi,Ministry of Railways,Housing,2022,Minorities,70825,53304,All States,8178.55,Active,Grant,SC/OBC,30+,Online,,189938,181230,2027,Yes,Yes,No,Gram Panchayats,Scheme under review
S1232,Mukhyamantri Nutrition Programme Rozgar Yojana,Ministry of Mines,Food Security,1966,Persons with Disability,474699,282089,All States,7723.97,Active,Scholarship,Children,15-45,Online,60.1,390684,366520,Ongoing,Yes,No,No,EPFO,
S1233,Mukhyamantri Sports Infrastructure Kaushal,Ministry of Minority Affairs,Financial Inclusion,1966,Tribal Communities,193128,,All States,9933.06,Closed,Savings Scheme,SC/OBC,Jun-18,Online/Offline,76.5,157752,115733,1989,Yes,Yes,No,MeitY,
S1234,National Apprenticeship Abhiyan,Ministry of Labour,Marine Development,1973,BPL Families,32178,,All States,11408.01,Active,Subsidy,Women/Children,All Ages,Multiple,32.9,110760,66778,13,Yes,No,No,NFDB,Extended beyond original timeline
S1235,PM Mental Health Pani Yojana,Ministry of Education,Research,1996,SC/ST,170809,140249,All States,4967.19,Completed,Pension Scheme,Women/Children,18-70,Online/Offline,61.8,413863,330417,12,Yes,No,No,MoHFW,Loan guarantee scheme
S1236,National Sanitation Sadak Yojana,Ministry of Chemicals,Tourism,2020,Pregnant Women,67904,31497,17,,Closed,Infrastructure,Women/Children,60+,Multiple,92.5,49111,34117,Ongoing,Yes,Yes,Yes,DFPD,State-level implementation
S1237,Mukhyamantri Disaster Management Karyakram,Ministry of Women and Child,Child Protection,1997,SC/ST,399906,196539,All States,108.84,Closed,Digital Platform,All,18-45,Online/Offline,88.6,227719,196021,11,No,No,Yes,MoRD,Extended beyond original timeline
S1238,Swachh Senior Citizens Karyakram,Ministry of Science and Technology,Digital Infrastructure,1971,Farmers,,,All States,7459.84,Active,Wage Employment,SC/ST,16-59,Offline,72.5,261791,256276,Ongoing,Yes,Yes,Yes,REC,Extended beyond original timeline
S1239,Gram Girl Child Kalyan Yojana,Ministry of Panchayati Raj,Tribal Development,2000,Artisans,,,All States,12215.3,Completed,Direct Benefit Transfer,Women,18-40,Online/Offline,,378639,353156,2010,Yes,No,No,NIC,Missing beneficiary data
S1240,Gram Land Records Abhiyan,Ministry of Power,Tribal Development,1981,Senior Citizens,147294,104577,18,1476.15,Active,Price Support,All,21-55,Offline,77.3,131184,121506,2027,Yes,Yes,Yes,MNRE,Pilot phase
S1241,Deendayal Blindness Karyakram,Ministry of Petroleum,Pension,2000,Urban Poor,415294,341743,All States,12082.92,Active,Price Support,SC/ST,18-70,Online/Offline,,339599,319165,2012,No,Yes,No,DPIIT,Self-funded contributory
S1242,Atal MSME Credit Shiksha Yojana,NITI Aayog,Scholarships,2008,Persons with Disability,206201,189626,All States,8184.4,Closed,Micro Credit,SC/OBC,16-59,Online/Offline,61.3,208289,,Ongoing,Yes,Yes,No,MNRE,
S1243,Swachh Fisheries Development Rozgar Yojana,Ministry of Fisheries,Women Empowerment,2000,Pregnant Women,342439,313741,All States,7358.94,Active,Policy,Women/Children,14-18,Offline,64.2,480819,478958,14,Yes,Yes,Yes,SFAC,
S1244,Swachh Rural Housing Shiksha Yojana,Ministry of Culture,Agriculture,1987,Urban Poor,24527,25655,All States,2521.33,Active,Price Support,SC/OBC,21-45,N/A,64.4,260023,164816,2012,Yes,Yes,Yes,Gram Panchayats,Extended beyond original timeline
S1245,Deendayal Drinking Water Vikas Yojana,Ministry of Agriculture,Child Protection,1986,OBC,222598,197656,All States,,Under Review,Wage Employment,Women/Children,15-35,N/A,35.8,381891,358611,12,No,No,No,PFC,Subsumed into larger mission
S1246,Swachh Sericulture Rozgar Yojana,Ministry of Mines,Transport,2015,Youth,458008,213693,All States,,Closed,Tax Benefits,SC/ST,0-6,Multiple,90.2,406897,403073,2027,Yes,Yes,No,India Post,Data partially available
S1247,Swachh Fluorosis Control Yojana,Ministry of Jal Shakti,Research,1961,OBC,263508,114809,All States,12559.4,Under Review,Policy,Women,14-18,Online,42.3,337460,216418,14,Yes,No,No,NSIC,
S1248,Mukhyamantri Higher Education Programme,Ministry of Ports,Nutrition,1977,SC/ST,366950,292643,All States,1093.69,Active,Price Support,All,18-70,Multiple,95.1,465415,455474,1980,No,Yes,No,NRLM,Loan guarantee scheme
S1249,Samagra Tribal Welfare Shakti,Ministry of Science and Technology,Innovation,1977,Minorities,459943,147399,All States,1846.66,Closed,Direct Benefit Transfer,Children,15-35,N/A,,230024,156935,2,Yes,Yes,No,NFDB,Scheme under review
S1250,Swachh Sanitation Sinchai Yojana,Ministry of Petroleum,Tribal Development,1997,BPL Families,,,All States,9783.89,Active,Pension Scheme,SC/ST,18-40,Multiple,62.3,317802,263433,6,No,Yes,No,PFRDA,New phase announced
S1251,PM Island Development Kalyan Yojana,Ministry of Home Affairs,Women Empowerment,1981,Students,414709,,All States,9340.33,Active,Price Support,Women,21-45,N/A,43,67060,49589,15,Yes,Yes,No,WCD,
S1252,Mahatma Gandhi Cooperative Scheme,Ministry of Road Transport,Child Protection,1990,Farmers,313197,256027,All States,,Active,Micro Credit,Women,0-6,Online/Offline,,326859,325717,2025,Yes,Yes,Yes,DPIIT,Scheme under review
S1253,Deendayal Flood Relief Shakti,Ministry of Fisheries,Child Development,2015,Rural Poor,48038,29778,All States,14157.72,Active,Fellowship,Women,18-45,N/A,72.5,429057,262114,Ongoing,No,Yes,No,DAHD,Scheme under review
S1254,Rashtriya Heritage Conservation Bima Yojana,Ministry of Agriculture,Sanitation,1995,Rural Poor,105879,73304,All States,8048.43,Active,Loan Guarantee,All,Jun-18,N/A,63,481406,335575,1999,Yes,Yes,No,CGTMSE,Missing beneficiary data
S1255,Gram Blindness Swasthya Yojana,Ministry of Heavy Industries,Women Empowerment,1973,Pregnant Women,265456,197436,All States,4950.75,Under Review,Insurance,SC/ST,21-55,Multiple,61.4,90348,82929,1987,Yes,Yes,No,MoHUA,Budget revised upward
S1256,Jan Rural Housing Kalyan Yojana,Ministry of Shipping,Organic Farming,1970,Senior Citizens,488709,232503,All States,7030.85,Active,Wage Employment,Women/Children,18-60,Online/Offline,50.2,128583,117390,Ongoing,Yes,Yes,No,QCI,Discontinued after 2020
S1257,Dr. Ambedkar Rural Housing Kalyan Yojana,Ministry of Tribal Affairs,Innovation,1990,All Citizens,125849,131867,All States,3817.29,Under Review,Awareness,SC/ST,21-35,Offline,38.7,183233,151857,4,No,Yes,No,PMO,Budget revised upward
S1258,Samagra Girl Child Programme,NITI Aayog,Child Protection,1986,SC/ST,336831,315998,All States,9837.01,Completed,Micro Credit,Children,30+,Offline,47.3,226008,,2029,Yes,Yes,No,PFC,Loan guarantee scheme
S1259,Samagra Sanitation Kaushal,Ministry of Skill Development,Sports,1975,Pregnant Women,291077,231732,All States,3282.53,Active,Wage Employment,Women/Children,Jun-14,Online,,412953,,Ongoing,No,Yes,No,MoHFW,
S1260,Indira Gandhi Fertilizer Shakti,Ministry of Defence,Credit,1994,Women,281113,221258,All States,,Active,Infrastructure,SC/OBC,14-18,Multiple,62.7,416997,385228,2019,No,Yes,No,UIDAI,Discontinued after 2020
S1261,State Dengue Prevention Sadak Yojana,Ministry of Tourism,Housing,1975,OBC,370845,243689,All States,14386.37,Under Review,Price Support,SC/OBC,16-59,N/A,86,243350,187363,Ongoing,No,Yes,No,NHM,Data partially available
S1262,Indira Gandhi MSME Credit Nidhi,Ministry of Heavy Industries,Sports,1990,Women,,,All States,7065,Active,In-Kind,Women,60+,N/A,72.7,114627,98525,12,No,Yes,Yes,LIC,
S1263,Indira Gandhi Road Construction Shakti,Ministry of Skill Development,Skill Development,1968,Senior Citizens,480205,423115,All States,2699.03,Active,Direct Benefit Transfer,Women/Children,60+,Online/Offline,70.1,46548,43729,1985,Yes,No,No,NHAI,
S1264,PM LED Lighting Kaushal,Ministry of Home Affairs,Energy,1953,Pregnant Women,253050,225064,All States,11090.36,Active,Free Service,Children,21-45,Online/Offline,65.2,140074,139729,11,Yes,Yes,Yes,DoSJE,Missing beneficiary data
S1265,Rajiv Gandhi Iodine Deficiency Urja Yojana,Ministry of Law and Justice,Research,1979,Children,114850,77430,All States,9012.28,Active,Digital Platform,Children,18-70,Online,80.4,52374,,12,Yes,Yes,Yes,MoRD,Merged with another scheme
S1266,Dr. Ambedkar Farmer Income Awaas Yojana,Ministry of MSME,Water,2021,Pregnant Women,372217,353294,All States,2661.85,Active,Tax Benefits,Women/Children,Jun-18,Offline,48.6,466755,405787,Ongoing,Yes,Yes,Yes,NABARD,Scheme under review
S1267,Mahatma Gandhi Olympic Training Yojana,Ministry of Mines,Food Security,1976,Students,60556,50259,All States,2703.9,Active,Legal Framework,Women,60+,Offline,96.2,49413,40029,13,Yes,No,No,DPIIT,Merged with another scheme
S1268,Mission TB Eradication Suraksha Yojana,Ministry of Agriculture,Pension,1991,SC/ST,138361,87283,All States,,Active,Infrastructure,All,30+,Multiple,44.5,183767,130184,10,Yes,Yes,Yes,MNRE,Discontinued after 2020
S1269,Integrated Rural Housing Yojana,Ministry of Health,Governance,2008,Migrant Workers,205954,70899,All States,11395.45,Under Review,Training,SC/ST,Jun-18,Online,41.8,263031,170624,3,Yes,Yes,No,DPIIT,Missing beneficiary data
S1270,PM Heritage Conservation Swasthya Yojana,Ministry of Education,Nutrition,1994,Senior Citizens,234935,,All States,11181.96,Active,Insurance,SC/ST,18-45,N/A,31.6,371917,261022,6,Yes,Yes,No,SFAC,Self-funded contributory
S1271,Digital Island Development Yojana,Ministry of Defence,Credit,1960,Migrant Workers,50005,40406,All States,5518.65,Under Review,Multiple,Women,0-6,Online/Offline,92.9,106636,77668,1,No,Yes,No,NFDB,Discontinued after 2020
S1272,Mahatma Gandhi Industrial Training Yojana,Ministry of Finance,Governance,2021,Unorganised Workers,496859,464496,3,9976.61,Active,Reimbursement,Women,30+,Online,84,474118,440983,10,Yes,Yes,No,SAI,Data partially available
S1273,Rashtriya Leprosy Elimination Awaas Yojana,Ministry of Labour,Scholarships,1990,BPL Families,,,All States,12257.13,Closed,Infrastructure,Women,60+,Multiple,74.4,331551,239351,Ongoing,Yes,Yes,No,NIC,
S1274,Indira Gandhi TB Eradication Vikas Yojana,PMO,Water,1963,SC/ST,15772,,All States,2097.24,Completed,Price Support,SC/ST,18-60,Multiple,52.6,54947,52075,Ongoing,No,No,No,PFRDA,
S1275,Samagra Women Safety Mission,Ministry of Shipping,Food Security,2013,Persons with Disability,,,All States,12026.43,Active,In-Kind,Women,0-6,Multiple,92.4,223564,150755,2014,No,Yes,No,PFRDA,Merged with another scheme
S1276,Samagra Leprosy Elimination Sadak Yojana,Ministry of Steel,Digital Infrastructure,2012,Fishers,30680,9349,All States,2158.4,Active,Multiple,All,0-18,Offline,52.5,119488,102057,9,Yes,Yes,No,MoE,Subsumed into larger mission
S1277,Pradhan Mantri Industrial Training Awaas Yojana,Ministry of Power,Insurance,1956,Artisans,491498,512055,All States,14078.41,Under Review,Scholarship,Women,Jun-14,Online/Offline,62.1,134980,81748,1981,Yes,No,No,CGWB,Extended beyond original timeline
S1278,National Sericulture Samman Nidhi,Ministry of New Energy,Environment,1987,Migrant Workers,339775,186320,17,14438.02,Active,Subsidy,All,30+,N/A,85,228896,184163,5,Yes,No,Yes,NMCG,No direct govt budget
S1279,Central Textile Development Shakti,Ministry of Heavy Industries,Governance,2005,Unorganised Workers,30245,17533,All States,8393.41,Active,Grant,Children,60+,Online,88.3,303989,200105,2026,No,Yes,Yes,DAC,
S1280,Mission Language Shiksha Yojana,Ministry of Housing,Livelihood,2024,Youth,437967,176920,All States,14023.2,Completed,Cash Incentive,Women/Children,18-70,N/A,58.7,14608,8919,2026,Yes,Yes,No,AAI,Discontinued after 2020
S1281,Central Land Records Nidhi,Ministry of Science and Technology,Energy,1988,Farmers,246380,204248,28,5455.28,Active,Reimbursement,Women,30+,Offline,46.2,301339,183121,2026,Yes,Yes,No,CGWB,Loan guarantee scheme
S1282,Rajiv Gandhi Self Help Groups Abhiyan,Ministry of Jal Shakti,Research,2014,Artisans,92728,54900,All States,5086.79,Under Review,Legal Framework,SC/ST,18-70,Online/Offline,74.6,109154,95398,5,Yes,Yes,Yes,NPCI,Budget revised upward
S1283,Rashtriya Maternal Health Samman Nidhi,Ministry of New Energy,Credit,1978,Women,488887,206781,All States,6566.09,Active,Policy,Women/Children,15-35,Multiple,39.5,406399,263947,6,Yes,Yes,No,SFAC,
S1284,Dr. Ambedkar Mental Health Nidhi,PMO,Women Empowerment,1994,Children,110696,,All States,3728.29,Active,Subsidy,Women,15-45,N/A,89.2,80068,63275,9,Yes,Yes,No,MeitY,
S1285,Gram Sericulture Initiative,Ministry of Jal Shakti,Sports,2009,Rural Poor,360669,,All States,4385.33,Active,Grant,All,22-35,Online/Offline,64.5,473053,388923,1,No,Yes,Yes,MoE,Extended beyond original timeline
S1286,Pradhan Mantri Inland Waterways Scheme,Ministry of Minority Affairs,Education,1970,Pregnant Women,,,All States,2307.77,Active,Micro Credit,SC/OBC,22-35,Online/Offline,,113317,103060,Ongoing,Yes,Yes,No,NSIC,Extended beyond original timeline
S1287,Digital Skill Upgradation Scheme,Ministry of Environment,Credit,2019,SC/ST,180472,149975,All States,,Active,Micro Credit,Women/Children,Jun-18,N/A,30.9,149175,115788,Ongoing,Yes,Yes,No,NHAI,
S1288,Gram Maternal Health Abhiyan,Ministry of Development of NE,Environment,1982,Senior Citizens,153825,98488,All States,1608.34,Active,Price Support,SC/ST,15-35,N/A,89.2,275102,252962,1984,Yes,Yes,Yes,MoHUA,
S1289,Integrated Juvenile Justice Yojana,Ministry of Home Affairs,Social Security,2004,Women,125105,72652,All States,8046.42,Active,Infrastructure,Children,21-30,Offline,82.3,3146,2983,Ongoing,Yes,Yes,Yes,AAI,Budget revised upward
S1290,PM Airport Rozgar Yojana,Ministry of Education,Infrastructure,2000,BPL Families,328944,287468,All States,13078.17,Active,Policy,Women/Children,21-45,N/A,57.1,324645,270542,2003,Yes,Yes,No,MoRD,COVID-19 relief component
S1291,Central Afforestation Samman Nidhi,Ministry of Shipping,Child Protection,2024,Farmers,145124,117424,9,13665.2,Under Review,Tax Benefits,Women,21-30,Online,68.1,221257,190295,2026,Yes,Yes,Yes,India Post,State-level implementation
S1292,Dr. Ambedkar Girl Child Bima Yojana,Ministry of Mines,Border Development,2023,Youth,79713,,All States,7844.32,Active,Training,Children,21-35,Multiple,59.9,284043,258797,Ongoing,Yes,No,No,NSDC,Merged with another scheme
S1293,Central Deafness Karyakram,Ministry of Development of NE,Education,1962,Migrant Workers,,,All States,8045.65,Active,Reimbursement,Women,30+,N/A,35.6,495688,411706,1984,Yes,No,No,Gram Panchayats,
S1294,PM Tribal Welfare Rozgar Yojana,Ministry of Food,Pension,1992,Children,439544,161549,All States,3610.94,Completed,Subsidy,All,18+,N/A,89,352694,287331,2009,Yes,No,No,NABARD,Budget revised upward
S1295,Rajiv Gandhi DBT Implementation Awaas Yojana,Ministry of Food Processing,Urban Development,1986,SC/ST,11512,6423,All States,2751.36,Active,Insurance,Children,All Ages,N/A,62.9,226966,141669,Ongoing,Yes,Yes,No,MoHFW,Budget revised upward
S1296,Rajiv Gandhi DBT Implementation Rozgar Yojana,Ministry of Finance,Manufacturing,2008,Farmers,321722,240591,All States,4854.44,Under Review,Loan Guarantee,Women,18-60,Online/Offline,59,497138,370564,2016,No,Yes,No,LIC,COVID-19 relief component
S1297,Scheme for Island Development Sadak Yojana,Ministry of Law and Justice,Marine Development,1978,OBC,286577,292754,All States,4471.7,Active,Reimbursement,All,22-35,Online/Offline,,317375,240348,1980,Yes,No,No,India Post,
S1298,Swachh Watershed Development Initiative,Ministry of Culture,Water,1970,BPL Families,148304,67306,All States,6900.15,Active,Direct Benefit Transfer,Women,18-60,Multiple,89.3,42003,27047,7,Yes,No,Yes,CGTMSE,New phase announced
S1299,Scheme for Urban Transport Vikas Yojana,PMO,Financial Inclusion,1966,Migrant Workers,146785,44393,All States,14578.32,Active,Fellowship,All,60+,Online/Offline,65.5,104386,94470,9,Yes,Yes,No,NSDC,
S1300,Samagra Tribal Welfare Abhiyan,Ministry of Chemicals,Transport,1973,Minorities,176717,,All States,14792.15,Active,Cash Incentive,SC/OBC,Jun-18,Online,64.2,190664,144976,3,No,Yes,No,Banks,
S1301,Bharat Airport Urja Yojana,NITI Aayog,Child Protection,2001,Fishers,252927,105075,All States,8652.07,Under Review,Policy,All,60+,Multiple,66.7,209077,182511,2024,Yes,Yes,No,NFDB,Budget revised upward
